   1        0.0186079800        4.2072050000       28.6200890000
   2        0.0162752200        7.3460910000      193.7887720000
   3       -0.0130066000       17.8572630000      308.3070240000
   4        0.0098882900       17.2205460000      320.1996380000
   5       -0.0033670000       16.8467330000      279.3769840000
   6        0.0033307700        5.1990790000       87.1950000000
   7       -0.0023540000       18.2310760000      349.1296770000
   8        0.0014001500       26.2167580000      128.4433870000
   9        0.0010070000        6.3591690000      154.1438800000
  10        0.0008570000       16.2100160000      291.2695970000
  11        0.0006499000        3.0651810000      114.8605830000
  12        0.0005990000       16.5838290000      332.0922510000
  13        0.0003780000       18.4939800000      296.4144110000
  14       -0.0003370000        6.1909530000      145.7699100000
  15        0.0002760000       18.8677930000      337.2370630000
  16        0.0001820000       17.4255670000      152.0922880000
  17       -0.0001740000        6.1860010000      126.8398910000
  18       -0.0001240000       18.4174410000      210.6671990000
  19        0.0000125000        0.6678630000       72.1088380000
   1        0.0276715107        0.0000000000      106.1532140000
   2        0.0200397209      -18.8292990000      248.5100389167
   3        0.0120758309       -5.6109370000       11.9822376389
   4        0.0076090466      -17.8187690000      277.4400781944
   5        0.0050825542       -6.7710270000      305.0333579167
   6        0.0034807193      -18.4554860000      289.3326916111
   7        0.0028077161      -26.2670700000      124.9132011667
   8       -0.0023831341      -19.4660160000      260.4026523333
   9        0.0018053573       -7.7579490000      265.3884654167
  10       -0.0017312600       -2.9998370000      316.2099881944
  11       -0.0012985547       -0.6914310000      201.2684575833
  12        0.0009975096      -18.1925820000      236.6174255000
  13       -0.0008017126       -6.6028110000      313.4073275833
  14       -0.0007557246      -19.8398290000      219.5799996389
  15       -0.0002479389       -4.6240150000       51.6271301389
